question_id,question_id,question_text,correct_answer_text,main_area,sub_area,topic,subtopic,source_exam,question_type
5645,,"Mujer de 65 años, con deterioro progresivo de su capacidad para reconocer a sus familiares desde
hace 2 años, dificultad para aprender y recordar nuevos datos. Ocasionalmente tiene ideas delirantes y de
confabulación. En las últimas 2 semanas se desorienta dentro de su domicilio. Tiene un hermano con la misma
enfermedad. ¿Cuál es el diagnóstico más probable?",Enfermedad de Alzheimer,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Demencia,Examenes 2022/Especialidad Prueba B;residentado,regular
5646,,El lóbulo más afectado por la encefalitis herpética es:,Fronto temporal basal,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Herpes - Mononucleosis,residentado,regular
5647,,"Paciente varón de 5 años con tumor cerebral supraselar con calcificaciones. ¿Cuál es el
diagnóstico?",Craneofaringioma,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Tumores del sistema nervioso central,Examenes - 2019/ANATOMIA PATOLOGICA;residentado,regular
5648,,¿Dónde se encuentra el núcleo rojo?,Mesencéfalo,TRANSVERSALES,CIENCIAS BÁSICAS,MORFOLÓGICAS,Anatomía aplicada al funcionamiento corporal,residentado,regular
5650,,"Varón de 45 años, con infección urinaria, por lo que recibe ciprofloxacina; este antibiótico forma
un compuesto estable con el citocromo P450. El paciente suele tomar dos tazas de café diarias y nota que ha
aumentado sus efectos estimulantes por lo que ha reducido su consumo. Esto puede indicar que la cafeína:",Es metabolizada por el P450,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS RENALES,Infecciones urinarias,residentado,regular
5651,,"De las células de la neuroglia, aquellas que tienen función de sostén y participan del control de la
composición iónica y molecular del ambiente extracelular de las neuronas son:", Astrocitos,TRANSVERSALES,CIENCIAS BÁSICAS,DINÁMICAS,Fisiología aplicada al funcionamiento corporal,residentado,regular
5652,,"Varón de 40 años acude a emergencia por presentar súbitamente dificultad para elevar el párpado derecho.
Examen: ptosis palpebral derecha. Pupila: dilata y no reactiva; mirada abducida y descendida. ¿Cuál es el par craneal
afectado?",III,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Neuropatías periféricas,Examenes 2022/Oftalmología;residentado,regular
5653,,"Niño de 3 años, es llevado a consulta por presentar inestabilidad para la marcha desde que comenzó a
caminar. Madre refiere que pensó que mejoraría con el tiempo por eso no acudió antes. Usted solicita un tomografía y
se evidencia hipoplasia cerebelar. ¿Qué vesícula encefálica se afectó en la embriogénesis?",Metencéfalo,TRANSVERSALES,CIENCIAS BÁSICAS,MORFOLÓGICAS,Embriología aplicada al funcionamiento corporal,Examenes 2023/PEDIATRÍA;residentado,regular
5654,,"Paciente acude con desviación de la mirada a la derecha y ausencia de reflejo corneal izquierdo, la
lesión puede estar en:",Puente,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Enfermedad vascular cerebral,residentado,regular
5655,,"¿Cuál es el tratamiento para la intoxicación por órganos fosforados que no responde a los
antimuscarínicos?",E. Pralidoxima,CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,"INTOXICACIONES, ENVENENAMIENTOS AGUDOS","INTOXICACIONES, ENVENENAMIENTOS AGUDOS",residentado,regular
5656,,"Adolescente de 13 años llega a emergencia por haber ingerido 20 tabletas de paracetamol hace 3 horas.
Presenta náusea, vómitos, palidez, diaforesis. ¿Cuál es el antídoto para esta intoxicación?",N-acetilcisteína,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Intoxicaciones agudas,Examenes 2023/PEDIATRÍA;residentado,regular
5657,,Las intoxicaciones por organofosforados se caracterizan por:,"Miosis, sialorrea y fasciculaciones",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Intoxicaciones agudas,residentado,regular
5658,,"Niña de 4 años, luego de estar jugando en la chacra de su abuela, presenta vómitos, dolor abdominal tipo
cólico, debilidad muscular y alteración de la conciencia. Examen: pupilas mióticas, sialorrea, diaforesis, hipersecreción
bronquial, fasciculaciones. ¿Cuál es el fármaco de elección para iniciar el tratamiento?",Sulfato de atropina,CLÍNICO MÉDICAS,PEDIATRÍA,URGENCIAS Y EMERGENCIAS PEDIÁTRICAS,Intoxicación por carbamatos y organofosforados,residentado,regular
5659,,"¿A qué enfermedad corresponde la cefalea unilateral intensa con sensación de latido que empeora con la
actividad y se asocia a fonofobia?",Migraña común,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Cefalea,residentado,regular
5660,,"Mujer de 29 años desde hace 9 meses cefalea recurrente semanal que dura de 2 a 6 horas y
semeja a una presión de una venda apretada alrededor de la cabeza y cede con ingesta de AINES. Al examen: músculos
cervicales posteriores contracturados. ¿Cuál es el diagnóstico más probable?",Cefalea tensional,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Cefalea,Examenes 2024/NEUROCIRUGÍA;residentado,regular
5661,,"Agricultor de 28 años, desde hace 8 horas presenta dolor abdominal, vómitos y sialorrea. Al
examen: FC: 50 x ?, fasciculaciones, roncantes difusos, tremor en manos y cara. ¿Cuál es el tratamiento indicado?",Atropina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Intoxicaciones agudas,residentado,regular
5662,,"Paciente de 25 años, presenta bruscamente cefalea intensa y pérdida fugaz de la conciencia. Al
examen se encuentra alerta, lúcido, con rigidez de nuca moderada, sin déficit motor ni sensitivo. El diagnóstico
probable es:",Ruptura de aneurisma.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Enfermedad vascular cerebral,Examenes 2017/ANESTESIOLOGIA;residentado,regular
5663,,"Ante la sospecha de hemorragia subaracnoidea. ¿Cuál es el examen auxiliar de elección si la escala
de Fisher salió negativa a sangrado?",Estudio del LCR,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Enfermedad vascular cerebral,Examenes 2023/NEUROCIRUGIA;residentado,regular
5666,,"Varón de 60 años con antecedente de HTA sin control regular, es llevado a emergencia por cursar
súbitamente con déficit motor. Examen: PA: 190/100 mmHg; FC: 90X ?; FR: 20 X ?. Parálisis facial derecha, hemiplejia
derecha y parestesia ipsilateral. ¿Qué arteria irriga el área afectada?",Cerebral media,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Enfermedad vascular cerebral,residentado,regular
5667,,"Varón de 72 años de edad, con fibrilación auricular crónica sin anticoagulación. Dos horas antes,
presenta incapacidad para hablar y leve hemiplejia derecha que se van intensificando. TAC cerebral: no se ven
alteraciones. ¿Cuál es la causa más probable del cuadro neurológico?",ACV isquémico,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Enfermedad vascular cerebral,Examenes 2024/NEUROCIRUGÍA;residentado,regular
5668,,"Con el siguiente resultado de estudio de líquido cefalorraquídeo: glucosa 40 mg/dL, proteínas 300
mg/dL, leucocitos 5,000/mL, polimorfonucleares de 60 %. Usted sospecharía de meningoencefalitis de tipo …",bacteriana,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,Examenes 2022/Neurocirugía;residentado,regular
5671,," ¿Cuál es el tratamiento empírico inicial de la meningitis bacteriana en lactantes y niños
inmunocompetentes?",Vancomicina + Cefalosporina de 3ra generación,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,Examenes 2017/prueba b;residentado,regular
5672,,No es una bacteria frecuente en casos de meningitis:,Estafilococo,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,residentado,regular
5673,,La profilaxis de los contactos adultos de pacientes con meningitis meningocócica es:,Rifampicina 600 mg VO c/12 horas por 2 días,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,residentado,regular
5674,,"Paciente joven, consumidor de leche de cabra, presenta fiebre, rigidez de nuca, compromisos pares
craneales, pleocitosis linfocitaria, hiperproteinorraquia. ¿Cuál es el diagnóstico más probable?",Meningitis por cocobacilo gram positivo.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Salmonelosis - Brucelosis,Examenes 2022/Anestesiología;residentado,regular
5675,,"Paciente de 28 años, con cuadro de meningoencefalitis de inicio brusco, con LCR turbio. Se inicia
terapia con penicilina: 2 millones de UI cada 4 horas. A las 48 horas no mejora. Cultivo: neumococo resistente a
penicilina. El antimicrobiano más adecuado en este caso es:",Ceftriaxona y vancomicina.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,residentado,regular
5676,,En casos de meningitis por Haemophilus influenzae está indicado:,Corticoides 10 minutos antes de la primera dosis de antibióticos.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,residentado,regular
5681,,"Niño de 2 meses de edad, es llevado a Emergencia por presentar convulsiones tónico-clónicas
generalizadas desde hace 45 minutos, sin recuperar la conciencia. Antecedente de asfixia al nacer. Presenta fiebre de
39o C. ¿Cuál es el diagnóstico más probable?",Estatus epiléptico,CLÍNICO MÉDICAS,PEDIATRÍA,URGENCIAS Y EMERGENCIAS PEDIÁTRICAS,Síndrome convulsivo,Examenes - 2019/PEDIATRIA;residentado,regular
5683,,"Niño de 3 años con antecedente de parálisis cerebral, presenta convulsiones polimorfas (tónicas,
clónicas, mioclónicas y de ausencia), madre refiere que no mejora con ningún anticonvulsivante. EEG con alteraciones
difusas y múltiples complejos poli punta onda. Usted sospecha:",Síndrome de Lennox Gastault,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Epilepsia,residentado,regular
5685,,No es un criterio de convulsión febril compleja:,Una crisis en 24 h.,CLÍNICO MÉDICAS,PEDIATRÍA,URGENCIAS Y EMERGENCIAS PEDIÁTRICAS,Síndrome convulsivo,residentado,regular
5687,,"Lactante de 9 meses traído a emergencia después de presentar convulsión tónico-clónica generalizada de
20 minutos de duración; madre refiere que constató fiebre unos minutos antes de la convulsión. Antecedentes; niega
convulsión previa. Examen: T° rectal: 39°C, letárgico, con hemiparesia derecha. ¿Cuál es el diagnóstico más probable?", Convulsión febril compleja,CLÍNICO MÉDICAS,PEDIATRÍA,URGENCIAS Y EMERGENCIAS PEDIÁTRICAS,Síndrome convulsivo,Examenes - 2019/PRUEBA A;residentado,regular
5689,,"Varón de 58 años es llevado por su hijo por presentar hace 7 meses conductas inadecuadas:
euforia, irritable, se orina y desnuda en la sala y a descuidado su aspecto personal. Tiene problemas de memoria y no
puede concentrarse en lo que hace ni toma decisiones. ¿Cómo se denomina este síndrome?",Prefrontal,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Demencia,Examenes 2022/Urología;residentado,regular
5690,,¿Cuál es la causa más frecuente de parkinsonismo secundario?,Metoclopramida,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Movimientos involuntarios,Examenes 2023/ANATOMIA PATOLOGICA;residentado,regular
5691,,Señale lo falso:,El temblor esencial es predominantemente proximal y mejora con la postura.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Movimientos involuntarios,residentado,regular
5692,," ¿Cuál de las siguientes manifestaciones no es parte de la enfermedad de Parkinson al inicio de la
enfermedad?",Demencia,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Demencia,residentado,regular
5693,,"En casos de pacientes que no tienen receptores anti nicotínicos muscular, pero tienen alta sospecha
de miastenia gravis, el examen indicado será:",Anti-Musk,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Neuropatías periféricas,residentado,regular
5694,,El tumor más frecuente asocia a miastenia gravis se encuentra en:,Mediastino anterior,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Tumores del sistema nervioso central,residentado,regular
5695,,Señale lo falso:,Miastenia gravis mejora con la gestación.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Movimientos involuntarios,residentado,regular
5696,,¿Cuál es el receptor implicado en la miastenia gravis?,Receptor nicotínico muscular,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Neuropatías periféricas,residentado,regular
5697,,La causa más frecuente de encefalitis aguda no endémica del adulto es:,Herpes simple tipo 1,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Herpes - Mononucleosis,residentado,regular
5698,,"Prescolar de 3 años, traído por presentar cefalea desde hace 1 semana y pérdida súbita de la visión.
Antecedente de haber presentado cuadro de varicela hace 10 días. Laboratorio: títulos altos de anticuerpos antiproteína
neural, ¿Cuál es la terapéutica inmediata de elección?",Inmunoglobulina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,residentado,regular
5699,,"Junto con las fibras motoras que configura el nervio Motor Ocular Común, se encuentran fibras del
Sistema Nervioso Autónomo de naturaleza parasimpática. ¿En qué ganglio terminan las fibras preganglionares
parasimpáticas?",Ciliar,TRANSVERSALES,CIENCIAS BÁSICAS,MORFOLÓGICAS,Anatomía aplicada al funcionamiento corporal,Examenes 2023/PRUEBA B;residentado,regular
5700,,No es parte del manejo integral de un paciente con coma:,Ventilación mecánica en Glasgow menor de 8.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Coma,residentado,regular
5701,,Para evaluar la integridad del mesencéfalo evaluamos:,Reflejo fotomotor directo y mirada vertical.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Coma,residentado,regular
5702,,Paciente soporoso con ausencia de reflejo corneal. ¿Cuál es el nivel de la lesión?,Puente,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Coma,residentado,regular
5703,,"El tiempo máximo para iniciar trombólisis con beneficio estudiado es de ____ y el tiempo que debe
pasar entre el ingreso a emergencia y la trombólisis debe ser máximo de __________.","4,5 horas / 60 minutos",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO CARDIOVASCULAR,Cardiopatía isquémica,residentado,regular
5704,,La presión que debe tener un paciente antes de iniciar trombólisis es menos de:,185/110,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO CARDIOVASCULAR,Hipertensión arterial,residentado,regular
5705,,"¿Cuál de los siguientes efectos secundarios no se observa frecuentemente por el uso de la
fenitoína?",Insomnio y sedación,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Epilepsia,Examenes 2023/PSIQUIATRÍA;residentado,regular
5706,," Niño de 4 años con historia de pérdida temporal de consciencia sin componente motor de 15
segundos de duración y varias veces al día. Usted prescribe __________ porque tiene menos efectos adversos y sabe
que actúa en el canal de _______.",Etosuximida / calcio,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Epilepsia,residentado,regular
5707,,¿Cuáles son los agentes terapéuticos de uso frecuente en la epilepsia y convulsiones parciales?,"Carbamazepina, Fenilhidantoína, gabapentina",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Epilepsia,residentado,regular
5708,,"Varón de 30 años, que presenta convulsiones en el servicio de Emergencia. ¿Cuál de los siguientes
fármacos administraría de preferencia?",Lorazepam,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Epilepsia,residentado,regular
5709,,Es un medicamento inductor de la GABA que actúa en el canal de cloro directamente:,Fenobarbital,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Epilepsia,residentado,regular
5710,,"Paciente de 30 años acude por trastorno cognitivo mayor, cambios de conducta y clínica
psiquiátrica. A la RMN atrofia de lóbulo prefrontal. Usted sospecha:",Enfermedad de Pick,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Demencia,residentado,regular
5711,,Señale lo falso:,Las convulsiones son infrecuentes en los oligodendrogliomas.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Tumores del sistema nervioso central,residentado,regular
5712,,"¿A qué tipo de anemia corresponde un hemograma con volumen corpuscular medio y hemoglobina
corpuscular media disminuidos?",Ferropénica,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SANGRE Y COAGULACIÓN,Anemias ferropénicas,residentado,regular
5713,,Para el diagnóstico de anemia ferropénica. ¿Cuál es el marcador de laboratorio más sensible?,Ferritina sérica,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SANGRE Y COAGULACIÓN,Anemias ferropénicas,Examenes 2018/PEDIATRIA;residentado,regular
5714,,"La disminución de haptoglobina y aumento de lactato deshidrogenasa, bilirrubina indirecta y
reticulocitos, indican una anemia por",hemólisis.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SANGRE Y COAGULACIÓN,Anemias hemolíticas,Examenes 2017/prueba a;residentado,regular
5715,,Test diagnóstico utilizado en un paciente con hemoglobinuria paroxística nocturna:,Test de HAM,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SANGRE Y COAGULACIÓN,Anemias hemolíticas,residentado,regular
5716,," Varón de 25 años, pescador. Consulta por parestesias, adinamia y letargia. Hb: 8,7 g/dL. VCM: 106.
La causa de infestación más probable es por:",Diphylobotrium pacificum,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Parasitosis,residentado,regular
5717,,En insuficiencia renal crónica terminal. La anemia se produce principalmente por:,Deficiencia de eritropoyetina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS RENALES,Insuficiencia renal crónica,Examenes 2017/prueba b;residentado,regular
5718,,"Paciente con diagnóstico de gastritis atrófica y anemia macrocítica. ¿Cuál es el tratamiento que
debe recibir el paciente de por vida?",B12,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SANGRE Y COAGULACIÓN,Anemias megaloblásticas,Examenes - 2019/ANATOMIA PATOLOGICA;residentado,regular
5719,,La respuesta al tratamiento en anemias carenciales se mide a corto plazo con:,Reticulocitos,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SANGRE Y COAGULACIÓN,Anemias ferropénicas,residentado,regular
